IRoot 0.12.1.19-gabriela																																	
classlabels	{'B|N', 'B|T', 'C|N', 'C|T', 'E|N', 'E|T', 'F|N', 'F|T', 'G|N', 'G|T'}																																
E062C	59	E062C.3.DAT	32739	5	0.0037354	0.0218375	0.0993666	0.443041	0.850926	0.940278	0.606309	0.60235	0.754378	0.620974	0.368535	0.356338	0.335489	0.314889	0.224091	0.21104	0.210942	0.255319	0.270198	0.177495	0.165582	0.189139	0.235516	0.242932	0.178236	0.104966	0.0532827	0.0204204	0.008404
E062C	59	E062C.4.DAT	32740	5	0.00415378	0.0208916	0.0987876	0.443992	0.852785	0.936802	0.597201	0.596668	0.747322	0.609551	0.359503	0.34816	0.327035	0.308411	0.218599	0.206161	0.206674	0.250721	0.266582	0.176142	0.164123	0.188318	0.234223	0.238758	0.172394	0.101284	0.052994	0.021822	0.00902243
F042D	77	F042D.0.DAT	59078	6	0.00278675	0.028396	0.0982879	0.47427	0.904517	0.890079	0.555819	0.574547	0.653783	0.445307	0.268764	0.284445	0.27686	0.24177	0.159158	0.147443	0.144895	0.179807	0.203545	0.152393	0.185937	0.249234	0.298067	0.30894	0.270451	0.200041	0.108194	0.0491062	0.0185256
F042D	77	F042D.1.DAT	59079	6	0.00465942	0.0320377	0.104078	0.508379	0.932407	0.850822	0.527007	0.559214	0.615491	0.409988	0.255943	0.274148	0.269618	0.238141	0.159081	0.148314	0.146925	0.182317	0.218971	0.177807	0.20931	0.261786	0.28981	0.274948	0.218535	0.148765	0.0711875	0.0263251	0.00996563
F042D	77	F042D.2.DAT	59080	6	0.00547222	0.0384701	0.125897	0.566054	0.951961	0.813043	0.517964	0.539772	0.56824	0.387104	0.243996	0.257801	0.249476	0.213901	0.138346	0.127299	0.126763	0.164595	0.2194	0.197217	0.240062	0.292271	0.30049	0.268173	0.200084	0.125334	0.0513189	0.0104799	0.00247723
F042D	77	F042D.3.DAT	59081	6	0.00325606	0.0299139	0.0942877	0.468102	0.90767	0.873112	0.527148	0.556226	0.640072	0.429601	0.253652	0.271235	0.26479	0.231008	0.146805	0.137146	0.135181	0.171367	0.199292	0.15152	0.188424	0.253781	0.304373	0.314167	0.267076	0.193763	0.104645	0.047855	0.0203493
F042D	77	F042D.4.DAT	59082	6	0.0030746	0.0332957	0.111542	0.511276	0.917774	0.877246	0.556572	0.579127	0.644682	0.443056	0.274799	0.291701	0.284478	0.24664	0.165173	0.153376	0.150904	0.184813	0.212522	0.165117	0.205549	0.269655	0.306495	0.297903	0.240803	0.164264	0.0752116	0.0227658	0.00671723
F113A	88	F113A.10.DAT	62686	7	0.0068242	0.0326999	0.120007	0.521188	0.92357	0.869352	0.58323	0.601414	0.622607	0.422249	0.272712	0.286079	0.283748	0.237031	0.16076	0.152119	0.148969	0.180998	0.208771	0.172238	0.227432	0.33184	0.373796	0.338734	0.266213	0.189167	0.0900911	0.0298097	0.00508935
F113A	88	F113A.11.DAT	62687	7	0.00448297	0.0302442	0.118232	0.519631	0.92248	0.869535	0.581526	0.599647	0.621857	0.417976	0.271223	0.284642	0.283201	0.235977	0.159331	0.150392	0.147463	0.179462	0.208833	0.171996	0.228031	0.33353	0.37576	0.338119	0.265863	0.188773	0.0891941	0.029508	0.00446146
F113A	88	F113A.12.DAT	62688	7	0.00849837	0.0466924	0.137389	0.528483	0.927945	0.867324	0.58081	0.593438	0.613222	0.413346	0.274917	0.290272	0.285298	0.23557	0.157954	0.147873	0.146564	0.182349	0.217051	0.185069	0.244429	0.350692	0.389925	0.350931	0.277052	0.19792	0.0938143	0.0313034	0.00605911
F113A	88	F113A.13.DAT	62689	7	0.0101105	0.0464985	0.13674	0.535407	0.932015	0.86835	0.583167	0.596471	0.61928	0.421629	0.280847	0.295792	0.292622	0.242148	0.162203	0.15008	0.147476	0.183073	0.221506	0.189968	0.252664	0.369288	0.415062	0.375646	0.301879	0.220606	0.105983	0.0367669	0.00675152
F113A	88	F113A.14.DAT	62690	7	0.00524116	0.033798	0.126491	0.542081	0.937436	0.858966	0.576766	0.588489	0.607473	0.415709	0.269203	0.281074	0.279929	0.233042	0.154854	0.142912	0.140154	0.175743	0.213779	0.182624	0.246852	0.367014	0.411397	0.368988	0.295492	0.215838	0.101064	0.0348421	0.00685995
F113A	88	F113A.15.DAT	62691	7	0.0101105	0.0464985	0.13674	0.535407	0.932015	0.86835	0.583167	0.596471	0.61928	0.421629	0.280847	0.295792	0.292622	0.242148	0.162203	0.15008	0.147476	0.183073	0.221506	0.189968	0.252664	0.369288	0.415062	0.375646	0.301879	0.220606	0.105983	0.0367669	0.00675152
G024F	99	G024F.0.DAT	34492	8	0.00373223	0.0126006	0.100514	0.489296	0.915773	0.887059	0.55294	0.563927	0.655358	0.471903	0.291703	0.298909	0.291224	0.273281	0.194302	0.187262	0.192847	0.238638	0.264824	0.195706	0.197379	0.227565	0.260775	0.245879	0.171622	0.0989109	0.0508114	0.0202232	0.010587
G024F	99	G024F.1.DAT	34493	8	0.00351371	0.0119097	0.0991915	0.467226	0.894075	0.904659	0.558593	0.564835	0.674341	0.489678	0.297338	0.302503	0.292251	0.276376	0.197459	0.191566	0.198413	0.24582	0.270175	0.191864	0.18767	0.216216	0.255616	0.244945	0.169151	0.0953943	0.0523399	0.0215007	0.0104832
G024F	99	G024F.2.DAT	34494	8	0.00289052	0.0134792	0.0991567	0.460309	0.88349	0.914603	0.569984	0.57898	0.689385	0.497631	0.301582	0.308038	0.29793	0.277755	0.197431	0.191515	0.196624	0.241651	0.260099	0.181349	0.179274	0.208469	0.245956	0.236191	0.162442	0.0926579	0.050438	0.0202609	0.0102307
G024F	99	G024F.3.DAT	34495	8	0.00360184	0.0136252	0.0999209	0.461398	0.887936	0.911216	0.56145	0.572375	0.684847	0.490413	0.299311	0.306285	0.295748	0.275245	0.195271	0.190413	0.195866	0.24164	0.260715	0.182655	0.18258	0.21315	0.251628	0.239818	0.166755	0.0949791	0.0510385	0.0196321	0.0100591
G024F	99	G024F.4.DAT	34496	8	0.00352075	0.0080291	0.0813735	0.409755	0.854756	0.929613	0.554236	0.551846	0.70144	0.515503	0.297305	0.304568	0.29414	0.282541	0.197495	0.193015	0.20023	0.248552	0.271462	0.183408	0.179173	0.211419	0.260097	0.255838	0.177049	0.0981244	0.0555629	0.023272	0.0124249
G131A	115	G131A.0.DAT	39853	9	0.00119209	0.0157506	0.0892052	0.449944	0.874471	0.897247	0.564608	0.578372	0.681303	0.500209	0.285452	0.284018	0.280392	0.257826	0.169131	0.157429	0.157304	0.200649	0.230018	0.152821	0.165034	0.239701	0.308798	0.314937	0.250745	0.179362	0.106948	0.0489338	0.0162468
